+-------------------+------------------+-------------------+------------------+-------------------+
|      a-b-c-d      |     a-b-c-e      |      a-b-d-e      |     a-c-d-e      |      b-c-d-e      |
|                   | a88-b28-c27-e24  |   a97-b93-d53-e5  | a90-c29-d16-e21  |  b99-c16-d34-e72  |
|                   | a88-b28-c27-e45  |   a97-b93-d53-e6  | a90-c29-d16-e51  |  b99-c16-d34-e90  |
|                   | a88-b28-c27-e100 |  a97-b93-d53-e11  | a90-c29-d16-e75  |  b99-c16-d71-e39  |
|                   | a88-b28-c69-e12  |  a97-b93-d53-e37  | a90-c29-d16-e86  |  b99-c16-d71-e43  |
|                   | a88-b28-c69-e100 |   a97-b93-d82-e5  | a90-c29-d16-e94  |  b99-c16-d71-e56  |
|                   | a88-b28-c74-e12  |   a97-b93-d82-e6  | a90-c29-d26-e21  |  b99-c16-d71-e72  |
|                   | a88-b28-c74-e24  |  a97-b93-d82-e11  | a90-c29-d26-e25  |  b99-c16-d71-e73  |
|                   | a88-b28-c74-e45  |  a97-b93-d82-e15  | a90-c29-d26-e42  |  b99-c16-d71-e90  |
|                   | a88-b28-c74-e100 |  a97-b93-d82-e37  | a90-c29-d26-e51  |   b99-c34-d2-e16  |
|                   | a88-b28-c76-e12  |   a97-b93-d86-e5  | a90-c29-d26-e75  |   b99-c34-d2-e38  |
|                   | a88-b28-c76-e24  |   a97-b93-d86-e6  | a90-c29-d26-e86  |   b99-c34-d2-e39  |
|                   | a88-b28-c76-e45  |  a97-b93-d86-e11  | a90-c29-d26-e92  |   b99-c34-d2-e43  |
|                   | a88-b28-c76-e100 |  a97-b93-d86-e15  | a90-c29-d26-e94  |   b99-c34-d2-e56  |
|                   | a88-b28-c98-e12  |  a97-b93-d86-e37  | a90-c29-d55-e21  |   b99-c34-d2-e70  |
|                   | a88-b28-c98-e24  |  a97-b93-d86-e96  | a90-c29-d55-e86  |   b99-c34-d2-e73  |
|                   | a88-b28-c98-e45  |  a97-b93-d86-e97  | a90-c29-d55-e92  |  b99-c34-d47-e16  |
|                   | a88-b28-c98-e100 |   a97-b93-d87-e5  | a90-c29-d55-e94  |  b99-c34-d47-e38  |
|                   |  a88-b61-c9-e45  |   a97-b93-d87-e6  | a90-c29-d88-e21  |  b99-c34-d47-e39  |
|                   | a88-b61-c10-e45  |  a97-b93-d87-e11  | a90-c29-d88-e51  |  b99-c34-d47-e43  |
|                   | a88-b61-c12-e45  |  a97-b93-d87-e37  | a90-c29-d88-e75  |  b99-c34-d47-e56  |
|                   | a88-b61-c27-e45  |  a97-b93-d90-e11  | a90-c29-d88-e86  |  b99-c34-d47-e70  |
|                   | a88-b61-c81-e45  |  a97-b93-d90-e15  | a90-c29-d88-e94  |  b99-c34-d71-e39  |
|                   |  a88-b65-c9-e24  |  a97-b93-d90-e37  |  a90-c32-d1-e21  |  b99-c34-d71-e43  |
|                   |  a88-b65-c9-e45  |  a97-b93-d90-e97  |  a90-c32-d1-e51  |  b99-c34-d71-e56  |
|                   | a88-b65-c10-e24  |   a97-b93-d97-e5  |  a90-c32-d1-e75  |  b99-c34-d71-e73  |
|                   | a88-b65-c10-e45  |   a97-b93-d97-e6  |  a90-c32-d1-e86  |   b99-c41-d2-e16  |
|                   | a88-b65-c12-e24  |  a97-b93-d97-e11  |  a90-c32-d1-e92  |   b99-c41-d2-e38  |
|                   | a88-b65-c12-e45  |  a97-b93-d97-e15  |  a90-c32-d1-e94  |   b99-c41-d2-e39  |
|                   | a88-b65-c27-e24  |  a97-b93-d97-e37  | a90-c32-d16-e21  |   b99-c41-d2-e43  |
|                   | a88-b65-c27-e45  |  a97-b93-d97-e96  | a90-c32-d16-e51  |   b99-c41-d2-e56  |
|                   | a88-b65-c27-e100 |   a98-b1-d13-e29  | a90-c32-d16-e75  |   b99-c41-d2-e69  |
|                   | a88-b65-c63-e12  |   a98-b1-d13-e36  | a90-c32-d16-e86  |   b99-c41-d2-e70  |
|                   | a88-b65-c63-e24  |   a98-b1-d13-e52  | a90-c32-d16-e94  |   b99-c41-d2-e72  |
|                   | a88-b65-c63-e45  |   a98-b1-d13-e64  | a90-c32-d26-e21  |   b99-c41-d4-e39  |
|                   | a88-b65-c69-e12  |   a98-b1-d13-e68  | a90-c32-d26-e51  |   b99-c41-d4-e41  |
|                   | a88-b65-c69-e100 |   a98-b1-d45-e29  | a90-c32-d26-e75  |   b99-c41-d4-e43  |
|                   | a88-b65-c74-e12  |   a98-b1-d45-e64  | a90-c32-d26-e86  |   b99-c41-d4-e56  |
|                   | a88-b65-c74-e24  |   a98-b1-d45-e68  | a90-c32-d26-e92  |   b99-c41-d4-e72  |
|                   | a88-b65-c74-e45  |   a98-b1-d48-e29  | a90-c32-d26-e94  |   b99-c41-d4-e90  |
|                   | a88-b65-c74-e100 |   a98-b1-d48-e36  | a90-c32-d55-e21  |  b99-c41-d24-e38  |
|                   | a88-b65-c76-e12  |   a98-b1-d48-e52  | a90-c32-d55-e86  |  b99-c41-d24-e39  |
|                   | a88-b65-c76-e24  |   a98-b1-d48-e64  | a90-c32-d55-e92  |  b99-c41-d24-e41  |
|                   | a88-b65-c76-e45  |   a98-b1-d48-e68  | a90-c32-d55-e94  |  b99-c41-d24-e43  |
|                   | a88-b65-c76-e100 |   a98-b1-d50-e29  | a90-c32-d88-e21  |  b99-c41-d24-e56  |
|                   | a88-b65-c86-e24  |   a98-b1-d50-e68  | a90-c32-d88-e51  |  b99-c41-d24-e72  |
|                   | a88-b65-c86-e45  |   a98-b1-d65-e29  | a90-c32-d88-e75  |  b99-c41-d24-e90  |
|                   | a88-b65-c89-e12  |   a98-b1-d65-e36  | a90-c32-d88-e86  |  b99-c41-d34-e16  |
|                   | a88-b65-c89-e24  |   a98-b1-d65-e64  | a90-c32-d88-e94  |  b99-c41-d34-e38  |
|                   | a88-b65-c89-e45  |   a98-b1-d65-e68  |  a90-c50-d1-e21  |  b99-c41-d34-e39  |
|                   | a88-b65-c98-e12  |   a98-b1-d73-e29  |  a90-c50-d1-e51  |  b99-c41-d34-e41  |
|                   | a88-b65-c98-e24  |   a98-b1-d73-e64  |  a90-c50-d1-e75  |  b99-c41-d34-e43  |
|                   | a88-b65-c98-e45  |   a98-b1-d73-e68  |  a90-c50-d1-e86  |  b99-c41-d34-e56  |
|                   | a88-b65-c98-e100 |   a98-b1-d75-e29  |  a90-c50-d1-e92  |  b99-c41-d34-e70  |
|                   |  a88-b85-c9-e45  |   a98-b1-d75-e52  |  a90-c50-d1-e94  |  b99-c41-d34-e72  |
|                   | a88-b85-c10-e45  |   a98-b1-d75-e64  | a90-c50-d16-e21  |  b99-c41-d34-e90  |
|                   | a88-b85-c12-e45  |   a98-b1-d75-e68  | a90-c50-d16-e51  |  b99-c41-d47-e16  |
|                   | a88-b85-c81-e45  |   a98-b7-d45-e29  | a90-c50-d16-e75  |  b99-c41-d47-e38  |
|                   |  a89-b9-c4-e10   |   a98-b7-d45-e64  | a90-c50-d16-e86  |  b99-c41-d47-e39  |
|                   |  a89-b9-c4-e28   |   a98-b7-d45-e68  | a90-c50-d16-e94  |  b99-c41-d47-e43  |
|                   |  a89-b9-c4-e53   |   a98-b7-d45-e96  | a90-c50-d26-e21  |  b99-c41-d47-e56  |
|                   |  a89-b9-c4-e63   |   a98-b7-d48-e29  | a90-c50-d26-e42  |  b99-c41-d47-e69  |
|                   |  a89-b9-c4-e71   |   a98-b7-d48-e64  | a90-c50-d26-e51  |  b99-c41-d47-e70  |
|                   |  a89-b9-c15-e1   |   a98-b7-d48-e68  | a90-c50-d26-e75  |  b99-c41-d47-e72  |
|                   |  a89-b9-c15-e10  |   a98-b7-d48-e96  | a90-c50-d26-e86  |  b99-c41-d71-e39  |
|                   |  a89-b9-c15-e28  |   a98-b7-d73-e29  | a90-c50-d26-e92  |  b99-c41-d71-e41  |
|                   |  a89-b9-c15-e35  |   a98-b7-d73-e64  | a90-c50-d26-e94  |  b99-c41-d71-e43  |
|                   |  a89-b9-c15-e53  |   a98-b7-d73-e68  | a90-c50-d55-e21  |  b99-c41-d71-e56  |
|                   |  a89-b9-c15-e63  |   a98-b7-d73-e96  | a90-c50-d55-e86  |  b99-c41-d71-e72  |
|                   |  a89-b9-c15-e71  |   a98-b7-d75-e29  | a90-c50-d55-e92  |  b99-c41-d71-e90  |
|                   |  a89-b9-c33-e1   |   a98-b7-d75-e64  | a90-c50-d55-e94  |  b99-c41-d85-e16  |
|                   |  a89-b9-c33-e10  |   a98-b7-d75-e68  | a90-c50-d88-e21  |  b99-c41-d85-e38  |
|                   |  a89-b9-c33-e28  |   a98-b7-d75-e96  | a90-c50-d88-e51  |  b99-c41-d85-e39  |
|                   |  a89-b9-c33-e35  |   a98-b7-d86-e29  | a90-c50-d88-e75  |  b99-c41-d85-e41  |
|                   |  a89-b9-c33-e53  |   a98-b7-d86-e68  | a90-c50-d88-e86  |  b99-c41-d85-e43  |
|                   |  a89-b9-c33-e63  |   a98-b7-d86-e96  | a90-c50-d88-e94  |  b99-c41-d85-e56  |
|                   |  a89-b9-c33-e71  |  a98-b34-d13-e29  |  a90-c55-d1-e21  |  b99-c41-d85-e69  |
|                   |  a89-b17-c4-e8   |  a98-b34-d13-e52  |  a90-c55-d1-e51  |  b99-c41-d85-e72  |
|                   |  a89-b17-c4-e28  |  a98-b34-d13-e64  |  a90-c55-d1-e75  |  b99-c41-d85-e90  |
|                   |  a89-b17-c4-e53  |  a98-b34-d13-e68  |  a90-c55-d1-e94  |  b99-c41-d95-e16  |
|                   |  a89-b17-c4-e61  |  a98-b34-d48-e29  | a90-c55-d16-e21  |  b99-c41-d95-e69  |
|                   |  a89-b17-c4-e63  |  a98-b34-d48-e52  | a90-c55-d16-e51  |  b99-c41-d95-e72  |
|                   |  a89-b17-c4-e71  |  a98-b34-d48-e64  | a90-c55-d16-e75  |  b99-c41-d99-e41  |
|                   | a89-b17-c15-e28  |  a98-b34-d48-e68  | a90-c55-d16-e94  |  b99-c41-d99-e69  |
|                   | a89-b17-c15-e35  |  a98-b34-d48-e96  | a90-c55-d17-e21  |  b99-c41-d99-e72  |
|                   | a89-b17-c15-e53  |  a98-b34-d73-e29  | a90-c55-d17-e51  |   b99-c49-d2-e16  |
|                   | a89-b17-c15-e63  |  a98-b34-d73-e64  | a90-c55-d17-e75  |   b99-c49-d2-e38  |
|                   | a89-b17-c15-e71  |  a98-b34-d73-e68  | a90-c55-d17-e94  |   b99-c49-d2-e39  |
|                   |  a89-b17-c33-e8  |  a98-b34-d73-e96  | a90-c55-d26-e21  |   b99-c49-d2-e43  |
|                   | a89-b17-c33-e28  |  a98-b34-d75-e29  | a90-c55-d26-e51  |   b99-c49-d2-e56  |
|                   | a89-b17-c33-e35  |  a98-b34-d75-e52  | a90-c55-d26-e75  |   b99-c49-d2-e70  |
|                   | a89-b17-c33-e53  |  a98-b34-d75-e64  | a90-c55-d26-e94  |   b99-c49-d2-e72  |
|                   | a89-b17-c33-e63  |  a98-b34-d75-e68  | a90-c55-d51-e21  |   b99-c49-d2-e73  |
|                   | a89-b17-c33-e71  |  a98-b34-d75-e96  | a90-c55-d51-e51  |   b99-c49-d4-e39  |
|                   |  a89-b59-c4-e10  |  a98-b41-d13-e29  | a90-c55-d51-e75  |   b99-c49-d4-e41  |
|                   |  a89-b59-c4-e28  |  a98-b41-d13-e52  | a90-c55-d88-e21  |   b99-c49-d4-e43  |
|                   |  a89-b59-c4-e53  |  a98-b41-d13-e64  | a90-c55-d88-e51  |   b99-c49-d4-e56  |
|                   |  a89-b59-c4-e63  |  a98-b41-d13-e68  | a90-c55-d88-e75  |   b99-c49-d4-e72  |
|                   |  a89-b59-c15-e1  |  a98-b41-d22-e15  | a90-c55-d88-e94  |   b99-c49-d4-e90  |
|                   | a89-b59-c15-e10  |  a98-b41-d22-e68  |  a90-c72-d1-e21  |  b99-c49-d24-e38  |
|                   | a89-b59-c15-e28  |  a98-b41-d22-e96  |  a90-c72-d1-e51  |  b99-c49-d24-e39  |
|                   | a89-b59-c15-e35  |  a98-b41-d22-e97  |  a90-c72-d1-e75  |  b99-c49-d24-e41  |
|                   | a89-b59-c15-e53  |  a98-b41-d45-e15  |  a90-c72-d1-e86  |  b99-c49-d24-e43  |
|                   | a89-b59-c15-e63  |  a98-b41-d45-e29  |  a90-c72-d1-e92  |  b99-c49-d24-e56  |
|                   |  a89-b59-c33-e1  |  a98-b41-d45-e64  |  a90-c72-d1-e94  |  b99-c49-d24-e72  |
|                   | a89-b59-c33-e10  |  a98-b41-d45-e68  | a90-c72-d16-e21  |  b99-c49-d24-e73  |
|                   | a89-b59-c33-e28  |  a98-b41-d45-e96  | a90-c72-d16-e51  |  b99-c49-d24-e90  |
|                   | a89-b59-c33-e35  |  a98-b41-d45-e97  | a90-c72-d16-e75  |  b99-c49-d34-e16  |
|                   | a89-b59-c33-e53  |  a98-b41-d48-e29  | a90-c72-d16-e86  |  b99-c49-d34-e38  |
|                   | a89-b59-c33-e63  |  a98-b41-d48-e52  | a90-c72-d16-e94  |  b99-c49-d34-e39  |
|                   | a89-b59-c39-e10  |  a98-b41-d48-e64  | a90-c72-d26-e21  |  b99-c49-d34-e41  |
|                   | a89-b59-c39-e53  |  a98-b41-d48-e68  | a90-c72-d26-e25  |  b99-c49-d34-e43  |
|                   | a89-b59-c39-e63  |  a98-b41-d48-e96  | a90-c72-d26-e42  |  b99-c49-d34-e56  |
|                   |  a89-b64-c4-e8   |  a98-b41-d50-e15  | a90-c72-d26-e51  |  b99-c49-d34-e70  |
|                   |  a89-b64-c4-e10  |  a98-b41-d50-e29  | a90-c72-d26-e75  |  b99-c49-d34-e72  |
|                   |  a89-b64-c4-e14  |  a98-b41-d50-e68  | a90-c72-d26-e86  |  b99-c49-d34-e90  |
|                   |  a89-b64-c4-e28  |  a98-b41-d50-e96  | a90-c72-d26-e92  |  b99-c49-d47-e16  |
|                   |  a89-b64-c4-e53  |  a98-b41-d50-e97  | a90-c72-d26-e94  |  b99-c49-d47-e38  |
|                   |  a89-b64-c4-e61  |  a98-b41-d65-e29  | a90-c72-d55-e21  |  b99-c49-d47-e39  |
|                   |  a89-b64-c4-e63  |  a98-b41-d65-e64  | a90-c72-d55-e86  |  b99-c49-d47-e43  |
|                   |  a89-b64-c4-e71  |  a98-b41-d65-e68  | a90-c72-d55-e92  |  b99-c49-d47-e56  |
|                   | a89-b64-c15-e10  |  a98-b41-d65-e97  | a90-c72-d55-e94  |  b99-c49-d47-e70  |
|                   | a89-b64-c15-e28  |  a98-b41-d73-e29  | a90-c72-d88-e21  |  b99-c49-d47-e72  |
|                   | a89-b64-c15-e35  |  a98-b41-d73-e64  | a90-c72-d88-e51  |  b99-c49-d71-e39  |
|                   | a89-b64-c15-e53  |  a98-b41-d73-e68  | a90-c72-d88-e75  |  b99-c49-d71-e41  |
|                   | a89-b64-c15-e63  |  a98-b41-d73-e96  | a90-c72-d88-e86  |  b99-c49-d71-e43  |
|                   | a89-b64-c15-e71  |  a98-b41-d75-e29  | a90-c72-d88-e94  |  b99-c49-d71-e56  |
|                   |  a89-b64-c33-e8  |  a98-b41-d75-e52  |  a90-c75-d1-e21  |  b99-c49-d71-e72  |
|                   | a89-b64-c33-e10  |  a98-b41-d75-e64  |  a90-c75-d1-e51  |  b99-c49-d71-e73  |
|                   | a89-b64-c33-e28  |  a98-b41-d75-e68  |  a90-c75-d1-e75  |  b99-c49-d71-e90  |
|                   | a89-b64-c33-e35  |  a98-b41-d75-e96  |  a90-c75-d1-e86  |  b99-c49-d85-e16  |
|                   | a89-b64-c33-e53  |  a98-b41-d86-e15  |  a90-c75-d1-e92  |  b99-c49-d85-e38  |
|                   | a89-b64-c33-e63  |  a98-b41-d86-e29  |  a90-c75-d1-e94  |  b99-c49-d85-e39  |
|                   | a89-b64-c33-e71  |  a98-b41-d86-e68  | a90-c75-d16-e21  |  b99-c49-d85-e41  |
|                   |  a89-b68-c4-e8   |  a98-b41-d86-e96  | a90-c75-d16-e51  |  b99-c49-d85-e43  |
|                   |  a89-b68-c4-e14  |  a98-b41-d86-e97  | a90-c75-d16-e75  |  b99-c49-d85-e56  |
|                   |  a89-b68-c4-e28  |  a98-b43-d22-e15  | a90-c75-d16-e86  |  b99-c49-d85-e72  |
|                   |  a89-b68-c4-e53  |  a98-b43-d22-e68  | a90-c75-d16-e94  |  b99-c49-d85-e90  |
|                   |  a89-b68-c4-e61  |  a98-b43-d22-e96  | a90-c75-d26-e21  |   b99-c61-d4-e41  |
|                   |  a89-b68-c4-e63  |  a98-b43-d22-e97  | a90-c75-d26-e25  |   b99-c61-d4-e72  |
|                   | a89-b68-c15-e28  |  a98-b43-d45-e15  | a90-c75-d26-e42  |   b99-c61-d4-e90  |
|                   | a89-b68-c15-e53  |  a98-b43-d45-e29  | a90-c75-d26-e51  |  b99-c61-d24-e41  |
|                   | a89-b68-c15-e63  |  a98-b43-d45-e68  | a90-c75-d26-e75  |  b99-c61-d24-e72  |
|                   |  a89-b68-c33-e8  |  a98-b43-d45-e96  | a90-c75-d26-e86  |  b99-c61-d24-e90  |
|                   | a89-b68-c33-e28  |  a98-b43-d45-e97  | a90-c75-d26-e92  |  b99-c61-d34-e41  |
|                   | a89-b68-c33-e53  |  a98-b43-d50-e15  | a90-c75-d26-e94  |  b99-c61-d34-e72  |
|                   | a89-b68-c33-e63  |  a98-b43-d50-e29  | a90-c75-d55-e21  |  b99-c61-d34-e90  |
|                   | a89-b68-c39-e53  |  a98-b43-d50-e68  | a90-c75-d55-e86  |  b99-c61-d71-e41  |
|                   | a89-b68-c39-e63  |  a98-b43-d50-e96  | a90-c75-d55-e92  |  b99-c61-d71-e72  |
|                   |  a89-b71-c4-e14  |  a98-b43-d50-e97  | a90-c75-d55-e94  |  b99-c61-d71-e90  |
|                   |  a89-b71-c4-e63  |  a98-b43-d73-e29  | a90-c75-d88-e21  |  b99-c61-d85-e41  |
|                   | a89-b71-c39-e63  |  a98-b43-d73-e68  | a90-c75-d88-e51  |  b99-c61-d85-e72  |
|                   |  a89-b94-c4-e8   |  a98-b43-d73-e96  | a90-c75-d88-e75  |  b99-c61-d85-e90  |
|                   |  a89-b94-c4-e10  |  a98-b43-d86-e15  | a90-c75-d88-e86  |  b99-c61-d99-e41  |
|                   |  a89-b94-c4-e14  |  a98-b43-d86-e29  | a90-c75-d88-e94  |  b99-c61-d99-e72  |
|                   |  a89-b94-c4-e28  |  a98-b43-d86-e68  |  a90-c80-d1-e21  |   b99-c73-d4-e41  |
|                   |  a89-b94-c4-e53  |  a98-b43-d86-e96  |  a90-c80-d1-e51  |   b99-c73-d4-e72  |
|                   |  a89-b94-c4-e63  |  a98-b43-d86-e97  |  a90-c80-d1-e75  |   b99-c73-d4-e90  |
|                   |  a89-b94-c4-e71  |  a98-b57-d13-e29  |  a90-c80-d1-e86  |  b99-c73-d24-e41  |
|                   |  a89-b94-c15-e1  |  a98-b57-d13-e68  |  a90-c80-d1-e92  |  b99-c73-d24-e72  |
|                   | a89-b94-c15-e10  |  a98-b57-d22-e15  |  a90-c80-d1-e94  |  b99-c73-d24-e90  |
|                   | a89-b94-c15-e28  |  a98-b57-d22-e68  | a90-c80-d16-e21  |  b99-c73-d34-e41  |
|                   | a89-b94-c15-e35  |  a98-b57-d22-e96  | a90-c80-d16-e51  |  b99-c73-d34-e72  |
|                   | a89-b94-c15-e53  |  a98-b57-d22-e97  | a90-c80-d16-e75  |  b99-c73-d34-e90  |
|                   | a89-b94-c15-e63  |  a98-b57-d43-e15  | a90-c80-d16-e86  |  b99-c73-d71-e41  |
|                   | a89-b94-c15-e71  |  a98-b57-d43-e68  | a90-c80-d16-e94  |  b99-c73-d71-e72  |
|                   |  a89-b94-c33-e1  |  a98-b57-d43-e97  | a90-c80-d17-e21  |  b99-c73-d71-e90  |
|                   |  a89-b94-c33-e8  |  a98-b57-d45-e15  | a90-c80-d17-e51  |  b99-c73-d85-e41  |
|                   | a89-b94-c33-e10  |  a98-b57-d45-e29  | a90-c80-d17-e75  |  b99-c73-d85-e72  |
|                   | a89-b94-c33-e28  |  a98-b57-d45-e68  | a90-c80-d17-e94  |  b99-c73-d85-e90  |
|                   | a89-b94-c33-e35  |  a98-b57-d45-e96  | a90-c80-d26-e21  |  b99-c73-d99-e41  |
|                   | a89-b94-c33-e53  |  a98-b57-d45-e97  | a90-c80-d26-e25  |  b99-c73-d99-e72  |
|                   | a89-b94-c33-e63  |  a98-b57-d48-e29  | a90-c80-d26-e42  |   b99-c84-d4-e39  |
|                   | a89-b94-c33-e71  |  a98-b57-d48-e68  | a90-c80-d26-e51  |   b99-c84-d4-e41  |
|                   | a89-b94-c39-e10  |  a98-b57-d48-e96  | a90-c80-d26-e75  |   b99-c84-d4-e43  |
|                   | a89-b94-c39-e53  |  a98-b57-d50-e15  | a90-c80-d26-e86  |   b99-c84-d4-e56  |
|                   | a89-b94-c39-e63  |  a98-b57-d50-e29  | a90-c80-d26-e92  |   b99-c84-d4-e72  |
|                   |  a90-b6-c14-e21  |  a98-b57-d50-e68  | a90-c80-d26-e94  |   b99-c84-d4-e90  |
|                   |  a90-b6-c14-e25  |  a98-b57-d50-e96  | a90-c80-d51-e21  |  b99-c84-d24-e38  |
|                   |  a90-b6-c14-e42  |  a98-b57-d50-e97  | a90-c80-d51-e51  |  b99-c84-d24-e39  |
|                   |  a90-b6-c14-e51  |  a98-b57-d65-e29  | a90-c80-d51-e75  |  b99-c84-d24-e41  |
|                   |  a90-b6-c14-e75  |  a98-b57-d65-e68  | a90-c80-d55-e21  |  b99-c84-d24-e43  |
|                   |  a90-b6-c80-e21  |  a98-b57-d65-e97  | a90-c80-d55-e86  |  b99-c84-d24-e56  |
|                   |  a90-b6-c80-e25  |  a98-b57-d86-e15  | a90-c80-d55-e92  |  b99-c84-d24-e72  |
|                   |  a90-b6-c80-e42  |  a98-b57-d86-e29  | a90-c80-d55-e94  |  b99-c84-d24-e90  |
|                   |  a90-b6-c80-e51  |  a98-b57-d86-e68  | a90-c80-d88-e21  |  b99-c84-d34-e16  |
|                   |  a90-b6-c80-e75  |  a98-b57-d86-e96  | a90-c80-d88-e51  |  b99-c84-d34-e38  |
|                   | a90-b10-c22-e21  |  a98-b57-d86-e97  | a90-c80-d88-e75  |  b99-c84-d34-e39  |
|                   | a90-b10-c22-e75  |  a98-b83-d22-e15  | a90-c80-d88-e86  |  b99-c84-d34-e41  |
|                   | a90-b10-c22-e86  |  a98-b83-d22-e68  | a90-c80-d88-e94  |  b99-c84-d34-e43  |
|                   | a90-b10-c22-e94  |  a98-b83-d22-e96  |  a91-c38-d36-e4  |  b99-c84-d34-e56  |
|                   | a90-b10-c29-e21  |  a98-b83-d22-e97  | a91-c38-d36-e40  |  b99-c84-d34-e72  |
|                   | a90-b10-c29-e75  |  a98-b83-d43-e15  | a91-c38-d36-e59  |  b99-c84-d34-e90  |
|                   | a90-b10-c29-e86  |  a98-b83-d43-e68  |  a91-c38-d78-e4  |  b99-c84-d71-e39  |
|                   | a90-b10-c29-e94  |  a98-b83-d43-e97  | a91-c38-d78-e40  |  b99-c84-d71-e41  |
|                   | a90-b10-c32-e21  |  a98-b83-d45-e15  | a91-c38-d78-e59  |  b99-c84-d71-e43  |
|                   | a90-b10-c32-e75  |  a98-b83-d45-e29  | a91-c40-d18-e13  |  b99-c84-d71-e56  |
|                   | a90-b10-c32-e86  |  a98-b83-d45-e68  | a91-c40-d18-e65  |  b99-c84-d71-e72  |
|                   | a90-b10-c32-e94  |  a98-b83-d45-e96  | a91-c40-d78-e13  |  b99-c84-d71-e90  |
|                   | a90-b10-c50-e21  |  a98-b83-d45-e97  | a91-c40-d78-e65  |  b99-c84-d85-e16  |
|                   | a90-b10-c50-e75  |  a98-b83-d48-e29  |  a91-c52-d36-e4  |  b99-c84-d85-e38  |
|                   | a90-b10-c50-e86  |  a98-b83-d48-e68  | a91-c52-d36-e40  |  b99-c84-d85-e39  |
|                   | a90-b10-c50-e94  |  a98-b83-d48-e96  | a91-c52-d36-e59  |  b99-c84-d85-e41  |
|                   | a90-b10-c72-e21  |  a98-b83-d50-e15  |  a91-c52-d78-e4  |  b99-c84-d85-e43  |
|                   | a90-b10-c72-e75  |  a98-b83-d50-e29  | a91-c52-d78-e40  |  b99-c84-d85-e56  |
|                   | a90-b10-c72-e86  |  a98-b83-d50-e68  | a91-c52-d78-e59  |  b99-c84-d85-e69  |
|                   | a90-b10-c72-e94  |  a98-b83-d50-e96  |  a91-c68-d36-e4  |  b99-c84-d85-e72  |
|                   | a90-b10-c75-e21  |  a98-b83-d50-e97  | a91-c68-d36-e40  |  b99-c84-d85-e90  |
|                   | a90-b10-c75-e75  |  a98-b83-d65-e29  | a91-c68-d36-e59  |  b99-c84-d95-e16  |
|                   | a90-b10-c75-e86  |  a98-b83-d65-e68  |  a91-c68-d78-e4  |  b99-c84-d95-e69  |
|                   | a90-b10-c75-e94  |  a98-b83-d65-e97  | a91-c68-d78-e40  |  b99-c84-d95-e72  |
|                   | a90-b10-c80-e21  |  a98-b83-d73-e29  | a91-c68-d78-e59  |  b99-c84-d99-e41  |
|                   | a90-b10-c80-e75  |  a98-b83-d73-e68  |  a91-c93-d36-e4  |  b99-c84-d99-e69  |
|                   | a90-b10-c80-e86  |  a98-b83-d73-e96  | a91-c93-d36-e40  |  b99-c84-d99-e72  |
|                   | a90-b10-c80-e94  |  a98-b83-d86-e15  | a91-c93-d36-e59  |  b100-c2-d22-e15  |
|                   | a90-b16-c14-e21  |  a98-b83-d86-e29  |  a91-c93-d78-e4  |  b100-c2-d22-e68  |
|                   | a90-b16-c14-e25  |  a98-b83-d86-e68  | a91-c93-d78-e40  |  b100-c2-d22-e96  |
|                   | a90-b16-c14-e42  |  a98-b83-d86-e96  | a91-c93-d78-e59  |  b100-c2-d22-e97  |
|                   | a90-b16-c14-e51  |  a98-b83-d86-e97  |  a92-c4-d31-e10  |  b100-c2-d45-e15  |
|                   | a90-b16-c14-e75  |  a98-b90-d13-e29  |  a92-c4-d31-e53  |  b100-c2-d45-e20  |
|                   | a90-b16-c14-e86  |  a98-b90-d13-e52  |  a92-c4-d31-e63  |  b100-c2-d45-e29  |
|                   | a90-b16-c14-e92  |  a98-b90-d13-e64  |  a92-c4-d72-e10  |  b100-c2-d45-e68  |
|                   | a90-b16-c14-e94  |  a98-b90-d13-e68  |  a92-c4-d72-e28  |  b100-c2-d45-e96  |
|                   | a90-b16-c29-e21  |  a98-b90-d45-e29  |  a92-c4-d72-e53  |  b100-c2-d45-e97  |
|                   | a90-b16-c29-e25  |  a98-b90-d45-e64  |  a92-c4-d72-e63  |  b100-c2-d48-e20  |
|                   | a90-b16-c29-e42  |  a98-b90-d45-e68  | a92-c15-d31-e10  |  b100-c2-d48-e29  |
|                   | a90-b16-c29-e51  |  a98-b90-d45-e96  | a92-c15-d31-e13  |  b100-c2-d48-e68  |
|                   | a90-b16-c29-e75  |  a98-b90-d48-e29  | a92-c15-d31-e47  |  b100-c2-d48-e96  |
|                   | a90-b16-c29-e86  |  a98-b90-d48-e52  | a92-c15-d31-e53  |  b100-c2-d50-e15  |
|                   | a90-b16-c29-e92  |  a98-b90-d48-e64  | a92-c15-d31-e63  |  b100-c2-d50-e29  |
|                   | a90-b16-c29-e94  |  a98-b90-d48-e68  |  a92-c15-d72-e1  |  b100-c2-d50-e68  |
|                   | a90-b16-c32-e21  |  a98-b90-d48-e96  | a92-c15-d72-e10  |  b100-c2-d50-e96  |
|                   | a90-b16-c32-e51  |  a98-b90-d73-e29  | a92-c15-d72-e28  |  b100-c2-d50-e97  |
|                   | a90-b16-c32-e75  |  a98-b90-d73-e64  | a92-c15-d72-e35  |  b100-c2-d65-e29  |
