+--------------+---------------+--------------+--------------+--------------+--------------+---------------+--------------+---------------+--------------+
|    a-b-c     |     a-b-d     |    a-b-e     |    a-c-d     |    a-c-e     |    a-d-e     |     b-c-d     |    b-c-e     |     b-d-e     |    c-d-e     |
| a86-b85-c45  |   a87-b7-d86  | a79-b22-e45  | a85-c47-d95  | a78-c69-e91  | a83-d42-e19  |  b93-c31-d45  | b82-c31-e29  |  b90-d13-e18  | c81-d65-e45  |
| a86-b85-c81  |   a87-b7-d97  | a79-b22-e57  | a85-c47-d99  | a78-c69-e98  | a83-d42-e57  |  b93-c31-d50  | b82-c31-e46  |  b90-d13-e29  | c81-d65-e64  |
| a86-b100-c2  |  a87-b27-d37  | a79-b22-e58  |  a85-c61-d4  | a78-c69-e100 | a83-d42-e60  |  b93-c31-d73  | b82-c31-e64  |  b90-d13-e52  | c81-d65-e68  |
| a86-b100-c9  |  a87-b27-d73  | a79-b22-e91  | a85-c61-d34  | a78-c71-e57  | a83-d42-e91  |  b93-c31-d84  | b82-c31-e96  |  b90-d13-e54  | c81-d65-e97  |
| a86-b100-c12 |  a87-b27-d84  | a79-b22-e98  | a85-c61-d46  | a78-c71-e58  | a83-d44-e19  |  b93-c31-d86  | b82-c53-e18  |  b90-d13-e64  | c81-d70-e24  |
| a86-b100-c19 |  a87-b27-d86  | a79-b22-e100 | a85-c61-d70  | a78-c71-e91  | a83-d44-e57  |  b93-c31-d97  | b82-c53-e20  |  b90-d13-e68  | c81-d70-e36  |
| a86-b100-c28 |  a87-b27-d97  |  a79-b28-e9  | a85-c61-d81  | a78-c71-e100 | a83-d44-e60  |  b93-c36-d19  | b82-c53-e29  |  b90-d45-e20  | c81-d70-e45  |
| a86-b100-c31 |  a87-b43-d37  | a79-b28-e12  | a85-c61-d85  | a78-c74-e12  | a83-d44-e76  |  b93-c36-d21  | b82-c53-e46  |  b90-d45-e29  | c81-d70-e64  |
| a86-b100-c53 |  a87-b43-d73  | a79-b28-e24  | a85-c61-d99  | a78-c74-e24  | a83-d44-e91  |  b93-c36-d22  | b82-c53-e52  |  b90-d45-e64  | c81-d70-e68  |
| a86-b100-c81 |  a87-b43-d84  | a79-b28-e45  | a85-c61-d100 | a78-c74-e45  | a83-d57-e57  |  b93-c36-d23  | b82-c53-e64  |  b90-d45-e68  | c81-d93-e24  |
| a86-b100-c88 |  a87-b43-d86  | a79-b28-e57  | a85-c63-d46  | a78-c74-e57  | a83-d57-e60  |  b93-c36-d37  | b82-c53-e96  |  b90-d45-e96  | c81-d93-e36  |
|  a87-b7-c51  |  a87-b43-d97  | a79-b28-e58  | a85-c63-d69  | a78-c74-e58  | a83-d57-e76  |  b93-c36-d53  |  b82-c59-e2  |  b90-d48-e18  | c81-d93-e45  |
|  a87-b7-c59  |  a87-b93-d21  | a79-b28-e91  | a85-c63-d70  | a78-c74-e91  | a83-d57-e91  |  b93-c36-d82  | b82-c59-e20  |  b90-d48-e20  | c81-d93-e68  |
| a87-b27-c51  |  a87-b93-d37  | a79-b28-e98  | a85-c63-d77  | a78-c74-e98  |  a84-d6-e32  |  b93-c36-d86  | b82-c59-e29  |  b90-d48-e29  |  c82-d4-e33  |
| a87-b27-c59  |  a87-b93-d73  | a79-b28-e100 | a85-c63-d81  | a78-c74-e100 |  a84-d6-e83  |  b93-c36-d87  | b82-c59-e46  |  b90-d48-e46  |  c82-d4-e52  |
| a87-b43-c51  |  a87-b93-d84  |  a79-b65-e9  | a85-c63-d85  | a78-c76-e12  |  a84-d6-e88  |  b93-c36-d90  | b82-c59-e84  |  b90-d48-e52  |  c82-d4-e54  |
| a87-b43-c59  |  a87-b93-d86  | a79-b65-e12  | a85-c63-d95  | a78-c76-e24  |  a84-d6-e99  |  b93-c36-d97  | b82-c59-e96  |  b90-d48-e54  |  c82-d4-e90  |
| a87-b93-c51  |  a87-b93-d97  | a79-b65-e24  | a85-c63-d99  | a78-c76-e45  | a84-d6-e100  |  b93-c51-d19  | b82-c82-e18  |  b90-d48-e64  | c82-d13-e18  |
| a87-b93-c59  |   a88-b5-d9   | a79-b65-e45  |  a85-c73-d4  | a78-c76-e58  |  a84-d9-e32  |  b93-c51-d21  | b82-c82-e29  |  b90-d48-e68  | c82-d13-e29  |
| a87-b93-c97  |   a88-b5-d49  | a79-b65-e58  | a85-c73-d34  | a78-c76-e91  |  a84-d9-e83  |  b93-c51-d22  | b82-c82-e33  |  b90-d48-e96  | c82-d13-e52  |
|  a88-b5-c27  |   a88-b8-d9   | a79-b65-e91  | a85-c73-d46  | a78-c76-e98  | a84-d9-e100  |  b93-c51-d37  | b82-c82-e46  |  b90-d62-e18  | c82-d13-e54  |
|  a88-b8-c10  |   a88-b8-d49  | a79-b65-e98  | a85-c73-d70  | a78-c76-e100 | a84-d33-e32  |  b93-c51-d45  | b82-c82-e52  |  b90-d62-e33  | c82-d13-e64  |
|  a88-b8-c27  |   a88-b8-d69  | a79-b65-e100 | a85-c73-d81  | a78-c83-e32  | a84-d33-e83  |  b93-c51-d53  | b82-c82-e54  |  b90-d62-e46  | c82-d24-e33  |
|  a88-b8-c63  |   a88-b8-d93  |  a80-b1-e18  | a85-c73-d85  | a78-c83-e57  | a84-d33-e88  |  b93-c51-d73  | b82-c82-e64  |  b90-d62-e52  | c82-d24-e52  |
|  a88-b8-c69  |   a88-b14-d9  |  a80-b1-e29  | a85-c73-d99  | a78-c83-e58  | a84-d33-e99  |  b93-c51-d82  | b82-c82-e80  |  b90-d62-e54  | c82-d24-e54  |
|  a88-b8-c74  |  a88-b14-d46  |  a80-b1-e33  | a85-c73-d100 | a78-c83-e83  | a84-d49-e83  |  b93-c51-d84  | b82-c88-e18  |  b90-d62-e64  | c82-d24-e90  |
|  a88-b8-c76  |  a88-b14-d49  |  a80-b1-e36  | a85-c76-d46  | a78-c83-e100 | a84-d49-e100 |  b93-c51-d86  | b82-c88-e20  |  b90-d62-e80  | c82-d30-e18  |
|  a88-b8-c89  |  a88-b14-d69  |  a80-b1-e52  | a85-c76-d69  | a78-c94-e32  | a84-d58-e32  |  b93-c51-d87  | b82-c88-e29  |  b90-d73-e18  | c82-d30-e33  |
|  a88-b8-c98  |  a88-b14-d70  |  a80-b1-e54  | a85-c76-d70  | a78-c94-e58  | a84-d58-e83  |  b93-c51-d97  | b82-c88-e46  |  b90-d73-e20  | c82-d30-e46  |
|  a88-b14-c9  |  a88-b14-d93  |  a80-b1-e64  |  a85-c84-d4  | a78-c94-e83  | a84-d58-e100 |  b93-c59-d37  | b82-c88-e64  |  b90-d73-e29  | c82-d30-e54  |
| a88-b14-c10  |  a88-b22-d46  |  a80-b1-e68  | a85-c84-d34  | a78-c94-e100 | a84-d61-e32  |  b93-c59-d45  | b82-c88-e96  |  b90-d73-e46  | c82-d30-e80  |
| a88-b14-c12  |  a88-b22-d49  | a80-b34-e18  | a85-c84-d46  | a78-c98-e12  | a84-d61-e83  |  b93-c59-d73  |  b83-c2-e5   |  b90-d73-e64  | c82-d48-e18  |
| a88-b14-c27  |  a88-b22-d69  | a80-b34-e29  | a85-c84-d77  | a78-c98-e24  | a84-d61-e100 |  b93-c59-d84  |  b83-c2-e15  |  b90-d73-e68  | c82-d48-e29  |
| a88-b14-c63  |   a88-b28-d9  | a80-b34-e33  | a85-c84-d81  | a78-c98-e45  | a84-d67-e32  |  b93-c59-d86  |  b83-c2-e20  |  b90-d73-e96  | c82-d48-e46  |
| a88-b14-c69  |  a88-b28-d49  | a80-b34-e52  | a85-c84-d85  | a78-c98-e58  | a84-d67-e83  |  b93-c59-d97  |  b83-c2-e29  |  b90-d75-e18  | c82-d48-e52  |
| a88-b14-c74  |   a88-b61-d9  | a80-b34-e54  | a85-c84-d95  | a78-c98-e91  | a84-d67-e88  |  b93-c70-d19  |  b83-c2-e37  |  b90-d75-e20  | c82-d48-e54  |
| a88-b14-c76  |  a88-b61-d49  | a80-b34-e64  | a85-c84-d99  | a78-c98-e98  | a84-d67-e99  |  b93-c70-d21  |  b83-c2-e68  |  b90-d75-e29  | c82-d48-e64  |
| a88-b14-c86  |  a88-b61-d65  | a80-b34-e68  | a85-c84-d100 | a78-c98-e100 |  a85-d4-e36  |  b93-c70-d23  |  b83-c2-e96  |  b90-d75-e33  | c82-d62-e18  |
| a88-b14-c89  |  a88-b61-d93  | a80-b41-e29  | a85-c86-d46  |  a79-c6-e9   |  a85-d4-e41  |  b93-c70-d53  |  b83-c2-e97  |  b90-d75-e46  | c82-d62-e33  |
| a88-b14-c98  |   a88-b65-d9  | a80-b41-e52  | a85-c86-d69  |  a79-c6-e12  |  a85-d4-e72  |  b93-c70-d82  | b83-c19-e15  |  b90-d75-e52  | c82-d62-e46  |
| a88-b22-c27  |  a88-b65-d46  | a80-b41-e64  | a85-c86-d70  |  a79-c6-e57  | a85-d34-e41  |  b93-c70-d87  | b83-c19-e29  |  b90-d75-e54  | c82-d62-e52  |
| a88-b22-c63  |  a88-b65-d49  | a80-b41-e68  | a85-c86-d81  |  a79-c6-e91  | a85-d34-e72  |  b93-c70-d90  | b83-c19-e37  |  b90-d75-e64  | c82-d62-e54  |
| a88-b22-c69  |  a88-b65-d69  | a80-b48-e36  | a85-c86-d100 |  a79-c6-e98  | a85-d46-e12  |  b93-c88-d22  | b83-c19-e68  |  b90-d75-e68  | c82-d62-e64  |
| a88-b22-c74  |  a88-b65-d70  | a80-b48-e41  | a85-c89-d46  |  a79-c18-e9  | a85-d46-e24  |  b93-c88-d45  | b83-c19-e96  |  b90-d75-e80  | c82-d62-e80  |
| a88-b22-c76  |  a88-b65-d93  | a80-b48-e52  | a85-c89-d69  | a79-c18-e12  | a85-d46-e36  |  b93-c88-d50  | b83-c19-e97  |  b90-d75-e96  | c82-d62-e90  |
| a88-b22-c89  |  a88-b85-d49  | a80-b48-e64  | a85-c89-d70  | a79-c18-e57  | a85-d46-e41  |  b93-c88-d73  | b83-c28-e29  |  b90-d100-e18 | c82-d71-e33  |
| a88-b22-c98  |  a88-b85-d65  | a80-b48-e90  | a85-c89-d81  | a79-c18-e58  | a85-d69-e12  |  b93-c88-d84  | b83-c28-e68  |  b90-d100-e29 | c82-d71-e52  |
| a88-b28-c27  |  a88-b85-d93  | a80-b90-e18  | a85-c98-d46  | a79-c18-e91  | a85-d69-e24  |  b93-c88-d86  |  b83-c31-e5  |  b90-d100-e33 | c82-d71-e54  |
| a88-b28-c69  |   a89-b9-d72  | a80-b90-e29  | a85-c98-d69  | a79-c18-e98  | a85-d69-e36  |  b93-c88-d97  | b83-c31-e15  |  b90-d100-e52 | c82-d71-e90  |
| a88-b28-c74  |  a89-b17-d28  | a80-b90-e33  | a85-c98-d70  | a79-c18-e100 | a85-d70-e24  |  b93-c97-d19  | b83-c31-e20  |  b90-d100-e54 | c82-d75-e18  |
| a88-b28-c76  |  a89-b17-d72  | a80-b90-e52  | a85-c99-d46  | a79-c27-e24  | a85-d70-e36  |  b93-c97-d21  | b83-c31-e29  |  b90-d100-e64 | c82-d75-e29  |
| a88-b28-c98  |  a89-b17-d79  | a80-b90-e54  | a85-c99-d69  | a79-c27-e45  | a85-d70-e41  |  b93-c97-d23  | b83-c31-e68  |   b91-d5-e23  | c82-d75-e33  |
|  a88-b61-c9  |  a89-b59-d31  | a80-b90-e64  | a85-c99-d77  | a79-c27-e57  | a85-d77-e12  |  b93-c97-d37  | b83-c31-e96  |   b91-d5-e76  | c82-d75-e46  |
| a88-b61-c10  |  a89-b59-d72  | a80-b90-e68  | a85-c99-d95  | a79-c27-e58  | a85-d77-e41  |  b93-c97-d53  | b83-c31-e97  |   b91-d5-e85  | c82-d75-e52  |
| a88-b61-c12  |  a89-b64-d28  | a80-b100-e18 | a85-c99-d99  | a79-c27-e91  | a85-d81-e24  |  b93-c97-d82  |  b83-c51-e5  |   b91-d5-e89  | c82-d75-e54  |
| a88-b61-c27  |  a89-b64-d72  | a80-b100-e29 |  a86-c2-d22  | a79-c27-e98  | a85-d81-e36  |  b93-c97-d87  | b83-c51-e15  |   b91-d15-e7  | c82-d75-e64  |
| a88-b61-c81  |  a89-b64-d79  | a80-b100-e52 |  a86-c2-d43  | a79-c27-e100 | a85-d81-e41  |  b93-c97-d97  | b83-c51-e20  |  b91-d15-e76  | c82-d75-e80  |
|  a88-b65-c9  |  a89-b68-d31  | a80-b100-e64 |  a86-c2-d45  |  a79-c63-e9  | a85-d81-e72  |   b94-c4-d31  | b83-c51-e37  |  b91-d15-e85  | c82-d100-e18 |
| a88-b65-c10  |  a89-b68-d72  | a80-b100-e68 |  a86-c2-d48  | a79-c63-e12  | a85-d85-e36  |   b94-c4-d72  | b83-c51-e96  |  b91-d15-e89  | c82-d100-e29 |
| a88-b65-c12  |  a89-b68-d79  |  a81-b9-e28  |  a86-c2-d50  | a79-c63-e24  | a85-d85-e41  |   b94-c4-d79  | b83-c53-e15  |  b91-d44-e19  | c82-d100-e33 |
| a88-b65-c27  |  a89-b71-d31  |  a81-b9-e53  |  a86-c2-d65  | a79-c63-e45  | a85-d85-e72  |  b94-c15-d31  | b83-c53-e20  |  b91-d44-e57  | c82-d100-e52 |
| a88-b65-c63  |  a89-b71-d72  |  a81-b9-e63  |  a86-c2-d86  | a79-c63-e98  | a85-d95-e72  |  b94-c15-d72  | b83-c53-e29  |  b91-d44-e60  | c82-d100-e54 |
| a88-b65-c69  |  a89-b71-d79  |  a81-b9-e69  |  a86-c9-d13  | a79-c69-e12  | a85-d99-e12  |  b94-c33-d72  | b83-c53-e68  |  b91-d44-e76  | c82-d100-e64 |
| a88-b65-c74  |  a89-b94-d31  |  a81-b9-e71  |  a86-c9-d48  | a79-c69-e57  | a85-d99-e41  |  b94-c33-d79  | b83-c53-e96  |   b91-d56-e7  | c82-d100-e90 |
| a88-b65-c76  |  a89-b94-d72  |  a81-b17-e8  |  a86-c9-d50  | a79-c69-e58  | a85-d99-e72  |  b94-c39-d31  |  b83-c59-e5  |  b91-d56-e89  |  c83-d7-e23  |
| a88-b65-c86  |  a89-b94-d79  | a81-b17-e28  |  a86-c9-d65  | a79-c69-e91  | a85-d100-e36 |  b94-c65-d31  | b83-c59-e15  |  b91-d74-e23  |  c83-d7-e32  |
| a88-b65-c89  |   a90-b6-d26  | a81-b17-e53  |  a86-c9-d93  | a79-c69-e98  | a85-d100-e41 |  b94-c95-d31  | b83-c59-e20  |  b91-d74-e60  |  c83-d7-e58  |
| a88-b65-c98  |   a90-b10-d1  | a81-b17-e61  | a86-c10-d13  | a79-c69-e100 | a85-d100-e72 |  b95-c14-d26  | b83-c59-e29  |  b91-d74-e76  |  c83-d7-e60  |
|  a88-b85-c9  |  a90-b10-d16  | a81-b17-e63  | a86-c10-d65  | a79-c71-e57  | a86-d13-e29  |  b95-c16-d71  | b83-c59-e96  |  b91-d74-e85  |  c83-d7-e76  |
| a88-b85-c10  |  a90-b10-d55  | a81-b17-e69  | a86-c10-d93  | a79-c71-e58  | a86-d13-e68  |  b95-c34-d71  |  b83-c88-e5  |   b91-d91-e7  |  c83-d7-e83  |
| a88-b85-c12  |  a90-b10-d88  | a81-b17-e71  | a86-c12-d13  | a79-c71-e91  | a86-d22-e15  |  b95-c49-d71  | b83-c88-e15  |  b91-d91-e89  |  c83-d7-e85  |
| a88-b85-c81  |  a90-b16-d26  | a81-b20-e69  | a86-c12-d50  | a79-c71-e100 | a86-d22-e68  |  b95-c56-d26  | b83-c88-e20  |  b91-d92-e23  | c83-d7-e100  |
|  a89-b9-c4   |   a90-b23-d1  |  a81-b24-e8  | a86-c12-d65  |  a79-c74-e9  | a86-d22-e97  |  b95-c56-d51  | b83-c88-e29  |  b91-d92-e60  |  c83-d8-e32  |
|  a89-b9-c15  |  a90-b23-d16  | a81-b24-e28  | a86-c12-d93  | a79-c74-e12  | a86-d43-e15  |  b95-c56-d71  | b83-c88-e68  |  b91-d92-e76  |  c83-d8-e57  |
|  a89-b9-c33  |  a90-b23-d26  | a81-b24-e69  | a86-c19-d22  | a79-c74-e24  | a86-d43-e68  |  b96-c11-d36  | b83-c88-e96  |  b91-d92-e85  |  c83-d8-e58  |
|  a89-b17-c4  |  a90-b23-d55  | a81-b24-e71  | a86-c19-d43  | a79-c74-e45  | a86-d43-e97  |  b96-c11-d38  |  b84-c8-e60  |  b91-d92-e89  |  c83-d8-e60  |
| a89-b17-c15  |  a90-b23-d88  |  a81-b39-e8  | a86-c19-d45  | a79-c74-e57  | a86-d45-e15  |  b96-c26-d36  | b84-c43-e23  |  b92-d40-e49  |  c83-d8-e83  |
| a89-b17-c33  |   a90-b33-d1  | a81-b39-e28  | a86-c19-d48  | a79-c74-e58  | a86-d45-e29  |  b96-c26-d38  | b84-c43-e60  |  b92-d40-e65  | c83-d8-e100  |
|  a89-b59-c4  |  a90-b33-d16  | a81-b39-e61  | a86-c19-d50  | a79-c74-e91  | a86-d45-e68  |  b96-c38-d36  | b84-c43-e76  |  b92-d40-e82  |  c83-d9-e32  |
| a89-b59-c15  |  a90-b33-d17  | a81-b39-e69  | a86-c19-d65  | a79-c74-e98  | a86-d45-e97  |  b96-c38-d38  | b84-c54-e23  |  b92-d63-e49  |  c83-d9-e57  |
| a89-b59-c33  |  a90-b33-d51  | a81-b39-e71  | a86-c19-d86  | a79-c74-e100 | a86-d48-e29  |  b96-c38-d78  | b84-c54-e57  |  b92-d63-e65  |  c83-d9-e58  |
| a89-b59-c39  |  a90-b33-d88  | a81-b42-e69  | a86-c28-d13  |  a79-c76-e9  | a86-d48-e68  |  b96-c40-d18  | b84-c54-e60  |  b92-d63-e82  |  c83-d9-e83  |
|  a89-b64-c4  |  a90-b36-d26  | a81-b42-e71  | a86-c28-d45  | a79-c76-e12  | a86-d50-e15  |  b96-c40-d36  | b84-c54-e76  |   b93-d19-e5  | c83-d9-e100  |
| a89-b64-c15  |  a90-b49-d16  |  a81-b64-e8  | a86-c28-d48  | a79-c76-e24  | a86-d50-e29  |  b96-c40-d78  | b84-c54-e85  |   b93-d19-e6  | c83-d35-e23  |
| a89-b64-c33  |  a90-b49-d17  | a81-b64-e14  | a86-c28-d50  | a79-c76-e45  | a86-d50-e68  |  b96-c52-d36  | b84-c54-e93  |  b93-d19-e11  | c83-d35-e76  |
|  a89-b68-c4  |  a90-b49-d26  | a81-b64-e28  | a86-c28-d65  | a79-c76-e58  | a86-d50-e97  |  b96-c52-d38  | b84-c71-e23  |  b93-d19-e15  | c83-d35-e85  |
| a89-b68-c15  |  a90-b49-d51  | a81-b64-e53  | a86-c28-d93  | a79-c76-e91  | a86-d65-e29  |  b96-c52-d78  | b84-c71-e57  |  b93-d19-e37  | c83-d57-e57  |
| a89-b68-c33  |  a90-b49-d88  | a81-b64-e61  | a86-c31-d13  | a79-c76-e98  | a86-d65-e68  |  b96-c68-d36  | b84-c71-e60  |   b93-d21-e5  | c83-d57-e58  |
| a89-b68-c39  |   a90-b70-d1  | a81-b64-e63  | a86-c31-d22  | a79-c76-e100 | a86-d65-e97  |  b96-c68-d38  | b84-c71-e76  |   b93-d21-e6  | c83-d57-e60  |
|  a89-b71-c4  |  a90-b70-d16  | a81-b64-e69  | a86-c31-d43  |  a79-c98-e9  | a86-d86-e15  |  b96-c68-d78  | b84-c71-e85  |  b93-d21-e11  | c83-d57-e76  |
| a89-b71-c39  |  a90-b70-d55  | a81-b64-e71  | a86-c31-d45  | a79-c98-e12  | a86-d86-e29  |  b96-c93-d36  | b84-c83-e23  |  b93-d21-e37  | c83-d57-e100 |
|  a89-b94-c4  |  a90-b70-d88  |  a81-b66-e8  | a86-c31-d48  | a79-c98-e24  | a86-d86-e68  |  b96-c93-d38  | b84-c83-e57  |   b93-d22-e5  | c83-d58-e32  |
| a89-b94-c15  |   a90-b75-d1  | a81-b66-e28  | a86-c31-d50  | a79-c98-e45  | a86-d86-e97  |  b96-c93-d78  | b84-c83-e60  |  b93-d22-e15  | c83-d58-e58  |
| a89-b94-c33  |  a90-b75-d16  | a81-b66-e69  | a86-c31-d65  | a79-c98-e58  | a86-d93-e68  |   b97-c22-d1  | b84-c83-e76  |  b93-d22-e37  | c83-d58-e83  |
| a89-b94-c39  |  a90-b75-d17  | a81-b66-e71  | a86-c31-d86  | a79-c98-e91  |  a87-d21-e5  |  b97-c22-d16  | b84-c83-e85  |  b93-d22-e96  | c83-d58-e100 |
|  a90-b6-c14  |  a90-b75-d26  |  a81-b68-e8  | a86-c45-d22  | a79-c98-e98  |  a87-d21-e6  |  b97-c22-d17  |  b85-c9-e45  |  b93-d22-e97  | c83-d61-e32  |
|  a90-b6-c80  |  a90-b75-d51  | a81-b68-e14  | a86-c45-d43  | a79-c98-e100 | a87-d21-e11  |  b97-c22-d26  | b85-c10-e45  |  b93-d23-e11  | c83-d61-e57  |
| a90-b10-c22  |  a90-b75-d88  | a81-b68-e28  | a86-c45-d50  |  a79-c99-e9  |  a87-d37-e5  |  b97-c22-d88  | b85-c12-e45  |  b93-d23-e37  | c83-d61-e58  |
| a90-b10-c29  |   a90-b80-d1  | a81-b68-e53  | a86-c53-d13  | a79-c99-e12  |  a87-d37-e6  |  b97-c25-d12  | b85-c45-e88  |   b93-d37-e5  | c83-d61-e83  |
| a90-b10-c32  |  a90-b80-d16  | a81-b68-e61  | a86-c53-d22  | a79-c99-e98  | a87-d37-e11  |  b97-c25-d17  | b85-c45-e97  |   b93-d37-e6  | c83-d61-e100 |
| a90-b10-c50  |  a90-b80-d17  | a81-b68-e63  | a86-c53-d45  |  a80-c9-e36  | a87-d37-e20  |  b97-c25-d51  | b85-c45-e99  |  b93-d37-e11  | c83-d64-e23  |
| a90-b10-c72  |  a90-b80-d26  |  a81-b94-e8  | a86-c53-d48  |  a80-c9-e64  | a87-d37-e96  |   b97-c50-d1  | b85-c77-e83  |  b93-d37-e15  | c83-d64-e60  |
| a90-b10-c75  |  a90-b80-d51  | a81-b94-e14  | a86-c53-d50  |  a80-c9-e68  |  a87-d73-e2  |  b97-c50-d16  | b85-c77-e88  |  b93-d37-e20  | c83-d64-e76  |
| a90-b10-c80  |  a90-b80-d88  | a81-b94-e28  | a86-c53-d65  | a80-c12-e36  |  a87-d73-e5  |  b97-c50-d26  | b85-c77-e99  |  b93-d37-e37  | c83-d64-e85  |
| a90-b16-c14  |   a90-b97-d1  | a81-b94-e53  | a86-c53-d86  | a80-c12-e68  |  a87-d73-e6  |  b97-c50-d88  | b85-c81-e45  |  b93-d37-e96  | c83-d80-e23  |
| a90-b16-c29  |  a90-b97-d16  | a81-b94-e63  | a86-c81-d13  | a80-c28-e29  | a87-d73-e20  |   b97-c55-d1  | b85-c81-e97  |  b93-d45-e15  | c83-d80-e32  |
| a90-b16-c32  |  a90-b97-d17  | a81-b94-e71  | a86-c81-d22  | a80-c28-e36  | a87-d73-e96  |  b97-c55-d12  | b85-c87-e88  |  b93-d45-e20  | c83-d80-e57  |
| a90-b16-c50  |  a90-b97-d26  |  a82-b4-e16  | a86-c81-d43  | a80-c28-e52  |  a87-d84-e2  |  b97-c55-d16  | b85-c87-e97  |  b93-d45-e96  | c83-d80-e58  |
| a90-b16-c55  |  a90-b97-d51  |  a82-b4-e31  | a86-c81-d45  | a80-c28-e64  |  a87-d84-e5  |  b97-c55-d17  | b85-c87-e99  |  b93-d45-e97  | c83-d80-e60  |
| a90-b16-c72  |  a90-b97-d88  |  a82-b4-e38  | a86-c81-d48  | a80-c28-e68  |  a87-d84-e6  |  b97-c55-d26  |  b86-c1-e31  |  b93-d50-e15  | c83-d80-e76  |
| a90-b16-c75  |  a91-b12-d18  |  a82-b4-e39  | a86-c81-d50  | a80-c30-e18  | a87-d84-e20  |  b97-c55-d51  |  b86-c1-e74  |  b93-d50-e96  | c83-d80-e83  |
| a90-b16-c80  |  a91-b35-d36  |  a82-b4-e43  | a86-c81-d65  | a80-c30-e29  | a87-d84-e96  |  b97-c55-d88  |  b86-c5-e31  |  b93-d50-e97  | c83-d80-e85  |
| a90-b23-c14  |  a91-b35-d78  |  a82-b4-e56  | a86-c81-d93  | a80-c30-e33  |  a87-d86-e5  |   b97-c75-d1  |  b86-c5-e55  |   b93-d53-e5  | c83-d80-e100 |
| a90-b23-c22  |  a91-b51-d18  |  a82-b4-e70  | a86-c88-d13  | a80-c30-e36  |  a87-d86-e6  |  b97-c75-d16  |  b86-c5-e74  |   b93-d53-e6  |  c84-d4-e36  |
| a90-b23-c29  |  a91-b51-d36  |  a82-b4-e73  | a86-c88-d22  | a80-c30-e52  | a87-d86-e11  |  b97-c75-d26  | b86-c21-e31  |  b93-d53-e11  |  c84-d4-e39  |
| a90-b23-c32  |  a91-b51-d78  | a82-b18-e16  | a86-c88-d45  | a80-c30-e54  | a87-d86-e20  |  b97-c75-d88  | b86-c21-e55  |  b93-d53-e37  |  c84-d4-e41  |
| a90-b23-c50  |  a91-b52-d36  | a82-b18-e38  | a86-c88-d48  | a80-c30-e64  | a87-d86-e96  |   b97-c80-d1  | b86-c21-e74  |   b93-d73-e5  |  c84-d4-e43  |
| a90-b23-c55  |  a91-b52-d78  | a82-b18-e39  | a86-c88-d50  | a80-c30-e68  |  a87-d97-e5  |  b97-c80-d16  | b86-c58-e25  |   b93-d73-e6  |  c84-d4-e56  |
| a90-b23-c72  |  a91-b58-d18  | a82-b18-e43  | a86-c88-d86  | a80-c30-e90  |  a87-d97-e6  |  b97-c80-d17  | b86-c58-e31  |  b93-d73-e20  |  c84-d4-e72  |
| a90-b23-c75  |  a91-b58-d36  | a82-b18-e56  | a87-c51-d21  | a80-c53-e18  | a87-d97-e11  |  b97-c80-d26  | b86-c58-e42  |  b93-d73-e96  |  c84-d4-e90  |
| a90-b23-c80  |  a91-b58-d78  | a82-b18-e70  | a87-c51-d37  | a80-c53-e29  | a87-d97-e20  |  b97-c80-d51  | b86-c58-e55  |   b93-d82-e5  | c84-d24-e38  |
| a90-b33-c22  |  a91-b73-d18  | a82-b18-e72  | a87-c51-d73  | a80-c53-e52  | a87-d97-e96  |  b97-c80-d88  | b86-c58-e74  |   b93-d82-e6  | c84-d24-e39  |
| a90-b33-c55  |  a91-b73-d78  | a82-b18-e73  | a87-c51-d84  | a80-c53-e64  |  a88-d9-e45  |  b97-c100-d1  |  b87-c3-e2   |  b93-d82-e11  | c84-d24-e41  |
| a90-b33-c80  |  a91-b96-d18  | a82-b32-e38  | a87-c51-d86  | a80-c53-e68  | a88-d9-e100  |  b97-c100-d12 |  b87-c3-e27  |  b93-d82-e15  | c84-d24-e43  |
| a90-b36-c14  |  a91-b96-d36  | a82-b32-e39  | a87-c51-d97  | a80-c61-e36  | a88-d46-e12  |  b97-c100-d16 |  b87-c3-e79  |  b93-d82-e37  | c84-d24-e56  |
| a90-b36-c29  |  a91-b96-d78  | a82-b32-e43  | a87-c59-d37  | a80-c61-e41  | a88-d46-e24  |  b97-c100-d17 |  b87-c3-e80  |   b93-d84-e5  | c84-d24-e72  |
| a90-b36-c32  |   a92-b9-d72  | a82-b32-e56  | a87-c59-d73  | a80-c61-e52  | a88-d46-e36  |  b97-c100-d88 |  b87-c3-e84  |   b93-d84-e6  | c84-d24-e90  |
| a90-b36-c50  |  a92-b12-d18  | a82-b32-e70  | a87-c59-d84  | a80-c61-e54  | a88-d46-e45  |   b98-c1-d3   |  b87-c7-e2   |  b93-d84-e20  | c84-d34-e16  |
| a90-b36-c55  |  a92-b12-d31  | a82-b32-e72  | a87-c59-d86  | a80-c61-e64  | a88-d49-e12  |   b98-c1-d27  |  b87-c7-e27  |  b93-d84-e96  | c84-d34-e38  |
| a90-b36-c72  |  a92-b58-d18  | a82-b32-e73  | a87-c59-d97  | a80-c61-e90  | a88-d49-e24  |   b98-c1-d38  |  b87-c7-e50  |   b93-d86-e5  | c84-d34-e39  |
